同盟	君主	領地名	X	Y	人口	本拠
DC♪	燕靑	にほへ	-643	7	335	
DC♪	燕靑	とちり	-641	-3	124	
DC♪	燕靑	ぬるを	-649	11	110	
DC♪	燕靑	わかよ	-629	2	38	
DC♪	燕靑	新領地-645,6	-645	6		
DC♪	燕靑	新領地-651,5	-651	5		
DC♪	燕靑	新領地-650,7	-650	7		
DC♪	燕靑	新領地-649,1	-649	1		
DC♪	燕靑	新領地-651,0	-651	0		
DC♪	燕靑	新領地-645,5	-645	5		
DC♪	燕靑	新領地-645,4	-645	4		
DC♪	燕靑	新領地-644,2	-644	2		
DC♪	燕靑	新領地-641,3	-641	3		
DC♪	燕靑	新領地-651,4	-651	4		
DC♪	燕靑	新領地-642,8	-642	8		
DC♪	燕靑	新領地-648,7	-648	7		
DC♪	燕靑	新領地-641,7	-641	7		
DC♪	燕靑	新領地-643,8	-643	8		
DC♪	燕靑	新領地-645,9	-645	9		
DC♪	燕靑	新領地-646,2	-646	2		
DC♪	燕靑	新領地-640,0	-640	0		
DC♪	燕靑	新領地-640,-1	-640	-1		
DC♪	燕靑	新領地-640,-2	-640	-2		
DC♪	燕靑	新領地-641,-4	-641	-4		
DC♪	燕靑	新領地-640,-4	-640	-4		
DC♪	燕靑	新領地-639,-4	-639	-4		
DC♪	燕靑	新領地-646,9	-646	9		
DC♪	燕靑	新領地-646,10	-646	10		
DC♪	燕靑	新領地-647,11	-647	11		
DC♪	燕靑	新領地-642,3	-642	3		
DC♪	燕靑	新領地-651,6	-651	6		
DC♪	燕靑	新領地-641,-5	-641	-5		
DC♪	燕靑	新領地-648,1	-648	1		
DC♪	燕靑	新領地-637,5	-637	5		
DC♪	燕靑	新領地-636,6	-636	6		
DC♪	燕靑	新領地-634,5	-634	5		
DC♪	燕靑	新領地-632,4	-632	4		
DC♪	燕靑	新領地-651,9	-651	9		
DC♪	燕靑	新領地-651,10	-651	10		
DC♪	燕靑	新領地-653,7	-653	7		
DC♪	燕靑	新領地-653,3	-653	3		
DC♪	燕靑	新領地-654,3	-654	3		
DC♪	燕靑	新領地-654,7	-654	7		
DC♪	燕靑	新領地-655,6	-655	6		
DC♪	燕靑	新領地-648,5	-648	5		
DC♪	燕靑	新領地-631,5	-631	5		
DC♪	燕靑	新領地-637,7	-637	7		
DC♪	燕靑	新領地-637,8	-637	8		
DC♪	燕靑	新領地-639,0	-639	0		
DC♪	燕靑	新領地-638,0	-638	0		
DC♪	燕靑	新領地-656,9	-656	9		
DC♪	燕靑	新領地-638,10	-638	10		
DC♪	燕靑	新領地-650,12	-650	12		
DC♪	燕靑	新領地-651,13	-651	13		
DC♪	燕靑	新領地-658,8	-658	8		
DC♪	燕靑	新領地-650,14	-650	14		
DC♪	燕靑	新領地-637,10	-637	10		
DC♪	燕靑	新領地-659,8	-659	8		
DC♪	燕靑	新領地-630,2	-630	2		
DC♪	燕靑	新領地-636,11	-636	11		
DC♪	燕靑	新領地-660,9	-660	9		
DC♪	燕靑	新領地-654,2	-654	2		
DC♪	燕靑	新領地-662,11	-662	11		
DC♪	燕靑	新領地-644,7	-644	7		
DC♪	燕靑	新領地-652,5	-652	5		
DC♪	燕靑	新領地-631,1	-631	1		
DC♪	燕靑	新領地-653,12	-653	12		
DC♪	燕靑	新領地-652,12	-652	12		
DC♪	燕靑	新領地-655,13	-655	13		
DC♪	燕靑	新領地-639,10	-639	10		
DC♪	燕靑	新領地-640,9	-640	9		
DC♪	燕靑	新領地-637,12	-637	12		
DC♪	燕靑	新領地-656,15	-656	15		
DC♪	燕靑	新領地-658,7	-658	7		
DC♪	燕靑	新領地-638,7	-638	7		
DC♪	燕靑	新領地-640,7	-640	7		
DC♪	燕靑	新領地-637,13	-637	13		
DC♪	燕靑	新領地-641,10	-641	10		
DC♪	燕靑	新領地-631,-1	-631	-1		
DC♪	燕靑	新領地-631,-2	-631	-2		
DC♪	燕靑	新領地-628,2	-628	2		
DC♪	燕靑	新領地-627,2	-627	2		
DC♪	燕靑	新領地-626,3	-626	3		
DC♪	燕靑	新領地-625,4	-625	4		
DC♪	燕靑	新領地-625,2	-625	2		
DC♪	燕靑	新領地-624,1	-624	1		
DC♪	燕靑	新領地-625,0	-625	0		
DC♪	燕靑	新領地-623,0	-623	0		
DC♪	maco	(｡•́︿•̀｡)	-216	644	371	1
DC♪	maco	①-249,234	-249	234	109	
DC♪	maco	新規砦-271,387	-271	387	2	
DC♪	maco	新規砦-243,425	-243	425	2	
DC♪	maco	新領地-215,645	-215	645		
DC♪	maco	新領地-217,647	-217	647		
DC♪	maco	新領地-288,419	-288	419		
DC♪	maco	新領地-285,419	-285	419		
DC♪	maco	新領地-287,417	-287	417		
DC♪	maco	新領地-285,420	-285	420		
DC♪	maco	新領地-291,410	-291	410		
DC♪	maco	新領地-284,419	-284	419		
DC♪	maco	新領地-246,417	-246	417		
DC♪	maco	新領地-247,420	-247	420		
DC♪	maco	新領地-285,418	-285	418		
DC♪	maco	新領地-284,405	-284	405		
DC♪	maco	新領地-286,405	-286	405		
DC♪	maco	新領地-279,399	-279	399		
DC♪	maco	新領地-281,403	-281	403		
DC♪	maco	新領地-275,397	-275	397		
DC♪	maco	新領地-284,407	-284	407		
DC♪	maco	新領地-248,422	-248	422		
DC♪	maco	新領地-248,420	-248	420		
DC♪	maco	新領地-247,423	-247	423		
DC♪	maco	新領地-245,422	-245	422		
DC♪	maco	新領地-270,394	-270	394		
DC♪	maco	新領地-244,423	-244	423		
DC♪	maco	新領地-245,424	-245	424		
DC♪	maco	新領地-271,393	-271	393		
DC♪	maco	新領地-270,392	-270	392		
DC♪	maco	新領地-271,391	-271	391		
DC♪	maco	新領地-271,390	-271	390		
DC♪	maco	新領地-270,389	-270	389		
DC♪	maco	新領地-270,388	-270	388		
DC♪	maco	新領地-269,395	-269	395		
DC♪	maco	新領地-248,421	-248	421		
DC♪	颯颯	颯颯	-497	401	357	1
DC♪	颯颯	新規村-382,295	-382	295	33	
DC♪	颯颯	新規砦-495,400	-495	400	70	
DC♪	颯颯	新領地-496,400	-496	400		
DC♪	颯颯	新領地-495,401	-495	401		
DC♪	颯颯	新領地-487,395	-487	395		
DC♪	颯颯	新領地-486,395	-486	395		
DC♪	颯颯	新領地-485,394	-485	394		
DC♪	颯颯	新領地-485,395	-485	395		
DC♪	颯颯	新領地-485,393	-485	393		
DC♪	颯颯	新領地-486,393	-486	393		
DC♪	颯颯	新領地-487,393	-487	393		
DC♪	颯颯	新領地-487,396	-487	396		
DC♪	颯颯	新領地-484,392	-484	392		
DC♪	颯颯	新領地-483,393	-483	393		
DC♪	颯颯	新領地-487,394	-487	394		
DC♪	颯颯	新領地-481,393	-481	393		
DC♪	颯颯	新領地-654,435	-654	435		
DC♪	颯颯	新領地-647,427	-647	427		
DC♪	颯颯	新領地-394,306	-394	306		
DC♪	颯颯	新領地-392,300	-392	300		
DC♪	颯颯	新領地-391,305	-391	305		
DC♪	颯颯	新領地-387,296	-387	296		
DC♪	颯颯	新領地-383,296	-383	296		
DC♪	颯颯	新領地-382,298	-382	298		
DC♪	颯颯	新領地-495,402	-495	402		
DC♪	颯颯	新領地-496,402	-496	402		
DC♪	颯颯	新領地-375,291	-375	291		
DC♪	颯颯	新領地-374,291	-374	291		
DC♪	颯颯	新領地-373,291	-373	291		
DC♪	颯颯	新領地-375,285	-375	285		
DC♪	颯颯	新領地-497,402	-497	402		
DC♪	颯颯	新領地-496,401	-496	401		
DC♪	颯颯	新領地-497,400	-497	400		
DC♪	17ta	①城-30,634	-30	634	422	1
DC♪	17ta	新規村-267,304	-267	304	100	
DC♪	17ta	新規村-264,297	-264	297	183	
DC♪	17ta	新規砦-259,288	-259	288	2	
DC♪	17ta	新領地-32,632	-32	632		
DC♪	17ta	新領地-39,619	-39	619		
DC♪	17ta	新領地-30,637	-30	637		
DC♪	17ta	新領地-282,282	-282	282		
DC♪	17ta	新領地-306,298	-306	298		
DC♪	17ta	新領地-283,283	-283	283		
DC♪	17ta	新領地-284,282	-284	282		
DC♪	17ta	新領地-282,281	-282	281		
DC♪	17ta	新領地-284,283	-284	283		
DC♪	17ta	新領地-31,636	-31	636		
DC♪	17ta	新領地-29,637	-29	637		
DC♪	17ta	新領地-281,284	-281	284		
DC♪	17ta	新領地-280,282	-280	282		
DC♪	17ta	新領地-282,283	-282	283		
DC♪	17ta	新領地-268,303	-268	303		
DC♪	17ta	新領地-269,301	-269	301		
DC♪	17ta	新領地-270,302	-270	302		
DC♪	17ta	新領地-272,302	-272	302		
DC♪	17ta	新領地-263,299	-263	299		
DC♪	17ta	新領地-263,298	-263	298		
DC♪	17ta	新領地-270,303	-270	303		
DC♪	17ta	新領地-267,305	-267	305		
DC♪	17ta	新領地-268,306	-268	306		
DC♪	17ta	新領地-262,297	-262	297		
DC♪	17ta	新領地-260,297	-260	297		
DC♪	17ta	新領地-259,293	-259	293		
DC♪	17ta	新領地-259,291	-259	291		
DC♪	らぐな	BarambGraden	-643	87	414	1
DC♪	らぐな	川チョコボ	-321	314	46	
DC♪	らぐな	山チョコボ	-312	310	551	
DC♪	らぐな	新規砦-271,354	-271	354	2	
DC♪	らぐな	新規砦-263,352	-263	352	2	
DC♪	らぐな	0000★6	-645	86		
DC♪	らぐな	石★6①	-640	87		
DC♪	らぐな	00012★7①	-646	90		
DC♪	らぐな	374隣接	-437	398		
DC♪	らぐな	4452★8	-434	393		
DC♪	らぐな	322隣接	-371	331		
DC♪	らぐな	5542★8	-379	345		
DC♪	らぐな	269隣接①	-307	308		
DC♪	らぐな	356隣接①	-420	334		
DC♪	らぐな	4442★7	-313	310		
DC♪	らぐな	00012★7②	-313	311		
DC♪	らぐな	356隣接②	-422	334		
DC♪	らぐな	終）砦隣接	-264	354		
DC♪	らぐな	砦252隣接	-284	325		
DC♪	らぐな	新領地-265,418	-265	418		
DC♪	らぐな	新領地-264,417	-264	417		
DC♪	らぐな	新領地-315,393	-315	393		
DC♪	らぐな	新領地-583,687	-583	687		
DC♪	らぐな	石★6②	-323	314		
DC♪	らぐな	糧★8	-268	350		
DC♪	らぐな	鉄★6①	-320	311		
DC♪	らぐな	石★6③	-269	353		
DC♪	らぐな	4240★7	-271	348		
DC♪	らぐな	糧★7①	-271	346		
DC♪	らぐな	新領地-270,346	-270	346		
DC♪	らぐな	新領地-270,354	-270	354		
DC♪	らぐな	4542★8	-279	334		
DC♪	らぐな	石★6④	-279	335		
DC♪	らぐな	5442★8①	-280	336		
DC♪	らぐな	木★5①	-278	336		
DC♪	らぐな	木★6①	-277	336		
DC♪	らぐな	新領地-275,333	-275	333		
DC♪	らぐな	新領地-279,333	-279	333		
DC♪	らぐな	新領地-262,352	-262	352		
DC♪	らぐな	新領地-261,353	-261	353		
DC♪	だるだる	だるい城	-438	518	785	1
DC♪	だるだる	009-1F	-438	517	197	
DC♪	だるだる	新規村-716,404	-716	404	2	
DC♪	だるだる	新規村-718,411	-718	411	2	
DC♪	だるだる	009-5G	-565	728	12	
DC♪	だるだる	北西砦360①	-415	545		
DC♪	だるだる	北西砦360②	-415	546		
DC♪	だるだる	北西砦427①	-505	462		
DC♪	だるだる	5801	-619	308		
DC♪	だるだる	北西砦583①	-702	395		
DC♪	だるだる	北西砦583②	-703	395		
DC♪	だるだる	北西砦583③	-702	397		
DC♪	だるだる	北西砦583④	-703	396		
DC♪	だるだる	北西砦546①	-655	310		
DC♪	だるだる	北西砦546②	-656	312		
DC♪	だるだる	北西砦546③	-657	312		
DC♪	だるだる	北西砦546④8	-657	310		
DC♪	だるだる	北西砦564①	-683	329		
DC♪	だるだる	北西砦564②	-682	329		
DC♪	だるだる	北西砦566①	-683	419		
DC♪	だるだる	北西砦564③	-681	327		
DC♪	だるだる	356_Ｂ班コラボ記念	-420	333		
DC♪	だるだる	北西砦431①8	-511	636		
DC♪	だるだる	北西砦467①	-551	678		
DC♪	だるだる	北西砦467②	-551	680		
DC♪	だるだる	北西砦467③	-553	680		
DC♪	だるだる	北西砦467④	-551	679		
DC♪	だるだる	北西砦485①	-573	703		
DC♪	だるだる	北西砦467⑤	-553	679		
DC♪	だるだる	北西砦467⑥	-552	680		
DC♪	だるだる	北西砦502①	-590	685		
DC♪	だるだる	北西砦485②	-572	703		
DC♪	だるだる	北西砦485③	-574	703		
DC♪	だるだる	北西砦485④	-574	704		
DC♪	だるだる	北西砦467⑦	-552	678		
DC♪	だるだる	009-2	-592	688		
DC♪	だるだる	北西砦485⑤	-574	705		
DC♪	だるだる	北西砦502②	-592	686		
DC♪	だるだる	009-3	-583	678		
DC♪	だるだる	2601	-592	687		
DC♪	だるだる	2602	-587	682		
DC♪	だるだる	1601	-565	723		
DC♪	だるだる	2603	-569	718		
DC♪	だるだる	新領地-573,710	-573	710		
DC♪	だるだる	新領地-561,734	-561	734		
DC♪	だるだる	009-4	-556	725		
DC♪	だるだる	3601	-563	727		
DC♪	だるだる	新領地-555,744	-555	744		
DC♪	だるだる	009-6	-554	747		
DC♪	だるだる	新領地-439,516	-439	516		
DC♪	だるだる	新領地-438,516	-438	516		
DC♪	だるだる	新領地-437,516	-437	516		
DC♪	だるだる	新領地-436,517	-436	517		
DC♪	だるだる	新領地-440,517	-440	517		
DC♪	だるだる	新領地-436,518	-436	518		
DC♪	だるだる	新領地-436,519	-436	519		
DC♪	だるだる	新領地-436,516	-436	516		
DC♪	だるだる	新領地-440,518	-440	518		
DC♪	だるだる	新領地-440,516	-440	516		
DC♪	だるだる	新領地-436,520	-436	520		
DC♪	だるだる	新領地-437,520	-437	520		
DC♪	だるだる	009-7	-506	631		
DC♪	だるだる	新領地-510,634	-510	634		
DC♪	だるだる	新領地-438,520	-438	520		
DC♪	だるだる	新領地-439,520	-439	520		
DC♪	だるだる	新領地-507,631	-507	631		
DC♪	だるだる	新領地-554,746	-554	746		
DC♪	だるだる	新領地-716,403	-716	403		
DC♪	だるだる	新領地-715,407	-715	407		
DC♪	だるだる	新領地-703,397	-703	397		
DC♪	だるだる	新領地-717,402	-717	402		
DC♪	だるだる	新領地-717,401	-717	401		
DC♪	だるだる	新領地-566,727	-566	727		
DC♪	だるだる	新領地-566,729	-566	729		
DC♪	だるだる	1602	-567	730		
DC♪	だるだる	1603	-566	731		
DC♪	だるだる	1604	-567	727		
DC♪	ほ～れ	よわよわ	-631	249	467	1
DC♪	ほ～れ	新規村-680,319	-680	319	2	
DC♪	ほ～れ	新規村-695,323	-695	323	2	
DC♪	ほ～れ	新規砦-681,321	-681	321	180	
DC♪	ほ～れ	新領地-631,248	-631	248		
DC♪	ほ～れ	新領地-633,249	-633	249		
DC♪	ほ～れ	新領地-636,249	-636	249		
DC♪	ほ～れ	新領地-641,325	-641	325		
DC♪	ほ～れ	新領地-655,311	-655	311		
DC♪	ほ～れ	新領地-656,310	-656	310		
DC♪	ほ～れ	新領地-644,317	-644	317		
DC♪	ほ～れ	新領地-664,322	-664	322		
DC♪	ほ～れ	新領地-679,325	-679	325		
DC♪	ほ～れ	新領地-680,326	-680	326		
DC♪	ほ～れ	新領地-672,322	-672	322		
DC♪	ほ～れ	新領地-285,325	-285	325		
DC♪	ほ～れ	新領地-283,326	-283	326		
DC♪	ほ～れ	新領地-284,327	-284	327		
DC♪	ほ～れ	新領地-285,326	-285	326		
DC♪	ほ～れ	新領地-283,325	-283	325		
DC♪	ほ～れ	新領地-311,349	-311	349		
DC♪	ほ～れ	新領地-282,326	-282	326		
DC♪	ほ～れ	新領地-311,350	-311	350		
DC♪	ほ～れ	新領地-311,351	-311	351		
DC♪	ほ～れ	新領地-308,352	-308	352		
DC♪	ほ～れ	新領地-286,324	-286	324		
DC♪	ほ～れ	新領地-306,352	-306	352		
DC♪	ほ～れ	新領地-660,315	-660	315		
DC♪	ほ～れ	新領地-693,318	-693	318		
DC♪	ほ～れ	新領地-312,347	-312	347		
DC♪	ほ～れ	新領地-694,318	-694	318		
DC♪	ほ～れ	新領地-689,320	-689	320		
DC♪	ほ～れ	新領地-693,320	-693	320		
DC♪	ほ～れ	新領地-693,319	-693	319		
DC♪	ほ～れ	新領地-679,321	-679	321		
DC♪	ほ～れ	新領地-660,314	-660	314		
DC♪	ほ～れ	新領地-693,322	-693	322		
DC♪	ほ～れ	新領地-694,323	-694	323		
DC♪	ほ～れ	新領地-672,324	-672	324		
DC♪	ほ～れ	新領地-687,323	-687	323		
DC♪	ほ～れ	新領地-679,319	-679	319		
DC♪	ほ～れ	新領地-672,321	-672	321		
DC♪	ほ～れ	新領地-671,320	-671	320		
DC♪	ほ～れ	新領地-670,320	-670	320		
DC♪	ほ～れ	新領地-672,319	-672	319		
DC♪	ほ～れ	新領地-673,318	-673	318		
DC♪	ほ～れ	新領地-674,317	-674	317		
DC♪	ほ～れ	新領地-672,317	-672	317		
DC♪	ほ～れ	新領地-695,324	-695	324		
DC♪	ほ～れ	新領地-696,325	-696	325		
DC♪	ナヤトレイ	ナヤの里	-661	149	400	1
DC♪	ナヤトレイ	ここには数奇なる運命を	-578	407	87	
DC♪	ナヤトレイ	生きたる人、眠る。	-573	393	87	
DC♪	ナヤトレイ	彼はおのれの天使を	-580	409	376	
DC♪	ナヤトレイ	新領地-658,147	-658	147		
DC♪	ナヤトレイ	新領地-660,146	-660	146		
DC♪	ナヤトレイ	新領地-640,483	-640	483		
DC♪	ナヤトレイ	新領地-655,143	-655	143		
DC♪	ナヤトレイ	新領地-661,150	-661	150		
DC♪	ナヤトレイ	新領地-661,151	-661	151		
DC♪	ナヤトレイ	新領地-661,152	-661	152		
DC♪	ナヤトレイ	新領地-573,396	-573	396		
DC♪	ナヤトレイ	新領地-577,406	-577	406		
DC♪	ナヤトレイ	新領地-579,408	-579	408		
DC♪	ナヤトレイ	新領地-578,406	-578	406		
DC♪	ナヤトレイ	新領地-579,409	-579	409		
DC♪	ナヤトレイ	新領地-577,407	-577	407		
DC♪	ナヤトレイ	新領地-579,406	-579	406		
DC♪	ナヤトレイ	新領地-577,408	-577	408		
DC♪	ナヤトレイ	新領地-578,408	-578	408		
DC♪	ナヤトレイ	新領地-579,410	-579	410		
DC♪	ナヤトレイ	新領地-579,407	-579	407		
DC♪	ナヤトレイ	新領地-579,411	-579	411		
DC♪	ナヤトレイ	新領地-580,411	-580	411		
DC♪	ナヤトレイ	新領地-581,412	-581	412		
DC♪	ナヤトレイ	新領地-578,412	-578	412		
DC♪	もんや	柵灘里	-484	477	502	1
DC♪	もんや	官衙	-488	475	144	
DC♪	もんや	新規砦-479,476	-479	476	84	
DC♪	もんや	新規砦-480,484	-480	484	43	
DC♪	もんや	新領地-484,478	-484	478		
DC♪	もんや	新領地-483,479	-483	479		
DC♪	もんや	新領地-480,482	-480	482		
DC♪	もんや	新領地-482,482	-482	482		
DC♪	もんや	新領地-481,484	-481	484		
DC♪	もんや	新領地-482,483	-482	483		
DC♪	もんや	新領地-481,482	-481	482		
DC♪	もんや	新領地-482,484	-482	484		
DC♪	もんや	新領地-480,483	-480	483		
DC♪	もんや	新領地-485,476	-485	476		
DC♪	もんや	新領地-486,476	-486	476		
DC♪	もんや	新領地-487,476	-487	476		
DC♪	もんや	新領地-484,476	-484	476		
DC♪	もんや	新領地-488,477	-488	477		
DC♪	もんや	新領地-483,484	-483	484		
DC♪	もんや	新領地-483,476	-483	476		
DC♪	もんや	新領地-489,475	-489	475		
DC♪	もんや	新領地-487,475	-487	475		
DC♪	もんや	新領地-489,476	-489	476		
DC♪	もんや	新領地-482,476	-482	476		
DC♪	もんや	新領地-489,477	-489	477		
DC♪	もんや	新領地-487,478	-487	478		
DC♪	もんや	新領地-481,476	-481	476		
DC♪	もんや	新領地-480,476	-480	476		
DC♪	もんや	新領地-484,484	-484	484		
DC♪	もんや	新領地-464,592	-464	592		
DC♪	もんや	新領地-464,591	-464	591		
DC♪	もんや	新領地-480,481	-480	481		
DC♪	もんや	新領地-479,477	-479	477		
DC♪	もんや	新領地-485,484	-485	484		
DC♪	もんや	新領地-486,484	-486	484		
DC♪	もんや	新領地-488,479	-488	479		
DC♪	もんや	新領地-480,480	-480	480		
DC♪	もんや	新領地-488,480	-488	480		
DC♪	もんや	新領地-479,479	-479	479		
DC♪	もんや	新領地-487,483	-487	483		
DC♪	もんや	新領地-488,483	-488	483		
DC♪	もんや	新領地-488,481	-488	481		
DC♪	もんや	新領地-488,482	-488	482		
DC♪	もんや	新領地-480,478	-480	478		
DC♪	もんや	新領地-480,477	-480	477		
DC♪	もんや	新領地-480,479	-480	479		
DC♪	もんや	新領地-488,478	-488	478		
DC♪	もんや	新領地-487,477	-487	477		
DC♪	もんや	新領地-486,483	-486	483		
DC♪	もんや	新領地-486,485	-486	485		
DC♪	もんや	新領地-490,477	-490	477		
DC♪	もんや	新領地-481,475	-481	475		
DC♪	ダイリーストン	ダイリ-91,642	-91	642	505	1
DC♪	ダイリーストン	新規村-708,531	-708	531	103	
DC♪	ダイリーストン	新規村-774,507	-774	507	120	
DC♪	ダイリーストン	新規村-660,481	-660	481	207	
DC♪	ダイリーストン	新規砦-89,639	-89	639	2	
DC♪	ダイリーストン	新領地-87,637	-87	637		
DC♪	ダイリーストン	新領地-90,643	-90	643		
DC♪	ダイリーストン	新領地-63,686	-63	686		
DC♪	ダイリーストン	新領地-662,481	-662	481		
DC♪	ダイリーストン	新領地-661,481	-661	481		
DC♪	ダイリーストン	新領地-662,480	-662	480		
DC♪	ダイリーストン	新領地-660,480	-660	480		
DC♪	ダイリーストン	新領地-708,530	-708	530		
DC♪	ダイリーストン	新領地-707,529	-707	529		
DC♪	ダイリーストン	新領地-91,643	-91	643		
DC♪	ダイリーストン	新領地-748,574	-748	574		
DC♪	ダイリーストン	新領地-723,550	-723	550		
DC♪	ダイリーストン	新領地-772,594	-772	594		
DC♪	ダイリーストン	新領地-754,529	-754	529		
DC♪	ダイリーストン	新領地-773,592	-773	592		
DC♪	ダイリーストン	新領地-772,507	-772	507		
DC♪	ダイリーストン	新領地-709,532	-709	532		
DC♪	ダイリーストン	新領地-659,482	-659	482		
DC♪	ダイリーストン	新領地-659,480	-659	480		
DC♪	カミカミ	カミカミ城	-24	679	595	1
DC♪	カミカミ	新規村-173,744	-173	744	152	
DC♪	カミカミ	新規村-52,536	-52	536	2	
DC♪	カミカミ	新規砦-57,538	-57	538	2	
DC♪	カミカミ	新領地-23,678	-23	678		
DC♪	カミカミ	新領地-53,741	-53	741		
DC♪	カミカミ	新領地-174,749	-174	749		
DC♪	カミカミ	新領地-173,748	-173	748		
DC♪	カミカミ	新領地-174,750	-174	750		
DC♪	カミカミ	新領地-172,748	-172	748		
DC♪	カミカミ	新領地-174,748	-174	748		
DC♪	カミカミ	新領地-172,749	-172	749		
DC♪	カミカミ	新領地-57,562	-57	562		
DC♪	カミカミ	新領地-56,540	-56	540		
DC♪	カミカミ	新領地-173,750	-173	750		
DC♪	カミカミ	新領地-65,551	-65	551		
DC♪	カミカミ	新領地-63,539	-63	539		
DC♪	カミカミ	新領地-63,541	-63	541		
DC♪	カミカミ	新領地-58,542	-58	542		
DC♪	カミカミ	新領地-56,546	-56	546		
DC♪	カミカミ	新領地-72,560	-72	560		
DC♪	カミカミ	新領地-50,537	-50	537		
DC♪	カミカミ	新領地-53,545	-53	545		
DC♪	カミカミ	新領地-46,537	-46	537		
DC♪	カミカミ	新領地-77,563	-77	563		
DC♪	カミカミ	新領地-42,534	-42	534		
DC♪	カミカミ	新領地-44,533	-44	533		
DC♪	カミカミ	新領地-46,694	-46	694		
DC♪	カミカミ	新領地-47,694	-47	694		
DC♪	カミカミ	新領地-48,694	-48	694		
DC♪	カミカミ	新領地-49,692	-49	692		
DC♪	カミカミ	新領地-48,691	-48	691		
DC♪	カミカミ	新領地-47,692	-47	692		
DC♪	カミカミ	新領地-78,566	-78	566		
DC♪	カミカミ	新領地-42,694	-42	694		
DC♪	カミカミ	新領地-46,693	-46	693		
DC♪	カミカミ	新領地-48,693	-48	693		
DC♪	カミカミ	新領地-48,692	-48	692		
DC♪	カミカミ	新領地-50,694	-50	694		
DC♪	カミカミ	新領地-46,692	-46	692		
DC♪	ぼうりん	johan	440	478	467	1
DC♪	ぼうりん	franz	437	481	359	
DC♪	ぼうりん	新規村-64,771	-64	771	236	
DC♪	ぼうりん	新規村-273,637	-273	637	2	
DC♪	ぼうりん	新領地439,479	439	479		
DC♪	ぼうりん	新領地438,479	438	479		
DC♪	ぼうりん	新領地437,479	437	479		
DC♪	ぼうりん	新領地441,479	441	479		
DC♪	ぼうりん	新領地442,478	442	478		
DC♪	ぼうりん	新領地443,479	443	479		
DC♪	ぼうりん	新領地439,482	439	482		
DC♪	ぼうりん	新領地439,483	439	483		
DC♪	ぼうりん	新領地439,477	439	477		
DC♪	ぼうりん	新領地439,476	439	476		
DC♪	ぼうりん	新領地438,475	438	475		
DC♪	ぼうりん	新領地438,474	438	474		
DC♪	ぼうりん	新領地437,473	437	473		
DC♪	ぼうりん	新領地439,474	439	474		
DC♪	ぼうりん	新領地439,478	439	478		
DC♪	ぼうりん	新領地439,484	439	484		
DC♪	ぼうりん	新領地440,477	440	477		
DC♪	ぼうりん	新領地441,477	441	477		
DC♪	ぼうりん	新領地440,479	440	479		
DC♪	ぼうりん	新領地441,478	441	478		
DC♪	ぼうりん	新領地-66,773	-66	773		
DC♪	ぼうりん	新領地-65,772	-65	772		
DC♪	ぼうりん	新領地-64,770	-64	770		
DC♪	ぼうりん	新領地438,480	438	480		
DC♪	ぼうりん	新領地-63,769	-63	769		
DC♪	ぼうりん	新領地-62,768	-62	768		
DC♪	ぼうりん	新領地-124,764	-124	764		
DC♪	ぼうりん	新領地-62,769	-62	769		
DC♪	ぼうりん	新領地-431,533	-431	533		
DC♪	ぼうりん	新領地-432,532	-432	532		
DC♪	ぼうりん	新領地-274,638	-274	638		
DC♪	ぼうりん	新領地-275,638	-275	638		
DC♪	ぼうりん	新領地-276,639	-276	639		
DC♪	ぼうりん	新領地-277,640	-277	640		
DC♪	ぼうりん	新領地-278,640	-278	640		
DC♪	ぼうりん	新領地-279,641	-279	641		
DC♪	ぼうりん	新領地-274,634	-274	634		
DC♪	味沢匠	オムはやし	-494	458	667	1
DC♪	味沢匠	胡麻団子	-422	330	136	
DC♪	味沢匠	鉄子	-408	325	115	
DC♪	味沢匠	新規砦-408,324	-408	324	2	
DC♪	味沢匠	新領地-498,461	-498	461		
DC♪	味沢匠	新領地-503,461	-503	461		
DC♪	味沢匠	新領地-503,462	-503	462		
DC♪	味沢匠	新領地-504,463	-504	463		
DC♪	味沢匠	新領地-505,463	-505	463		
DC♪	味沢匠	新領地-504,461	-504	461		
DC♪	味沢匠	新領地-503,463	-503	463		
DC♪	味沢匠	新領地-505,461	-505	461		
DC♪	味沢匠	新領地-422,333	-422	333		
DC♪	味沢匠	新領地-423,331	-423	331		
DC♪	味沢匠	新領地-421,331	-421	331		
DC♪	味沢匠	新領地-507,467	-507	467		
DC♪	味沢匠	新領地-421,336	-421	336		
DC♪	味沢匠	新領地-421,330	-421	330		
DC♪	味沢匠	新領地-405,324	-405	324		
DC♪	味沢匠	新領地-494,457	-494	457		
DC♪	味沢匠	新領地-426,361	-426	361		
DC♪	味沢匠	新領地-418,361	-418	361		
DC♪	味沢匠	新領地-425,362	-425	362		
DC♪	味沢匠	新領地-427,360	-427	360		
DC♪	味沢匠	新領地-429,357	-429	357		
DC♪	味沢匠	新領地-430,356	-430	356		
DC♪	味沢匠	新領地-432,354	-432	354		
DC♪	味沢匠	新領地-425,360	-425	360		
DC♪	味沢匠	新領地-428,307	-428	307		
DC♪	味沢匠	新領地-420,308	-420	308		
DC♪	さんぽゆうさん	さんぽ城-425,529	-425	529	551	1
DC♪	さんぽゆうさん	1.S-613,455	-613	455	226	
DC♪	さんぽゆうさん	新規砦-728,506	-728	506	132	
